unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
unenvironment-8afc08c66cfd4249e1f4a0af8f8557d7,"Connecting the dots: biodiversity, adaptation, food security and livelihoods",Publication,2016-10-11,https://wedocs.unep.org/20.500.11822/7945,,"Poverty, Food, Climate change adaptation",eng,"economy, business and finance>economic sector>agriculture, economy, business and finance, economy, business and finance>economic sector, environment>natural resources, lifestyle and leisure, lifestyle and leisure>lifestyle, lifestyle and leisure>lifestyle>food and drink, environment, environment>natural resources>water, environment>nature",unitednations-df6aacade289d5c9a1c103b43c1b211c
unitednations-3a89ef34e39ee93b39ae3026d1c8ae0f,"Green economy and good governance for sustainable development :opportunities, promises and concerns /",Publication,2012-01-01,https://digitallibrary.un.org/record/731123?ln=en,"ECONOMIC DEVELOPMENT, ENVIRONMENTAL ASPECTS, ENVIRONMENTAL POLICY, GOVERNANCE, SUSTAINABLE DEVELOPMENT","Sustainability, Sustainable development, Reducing emissions from deforestation and forest degradation",eng,"environment, environment>natural resources>water, environment>natural resources, science and technology, education",unitednations-df6aacade289d5c9a1c103b43c1b211c
cgiar-d19b430b5960b28e3ac8b0a82020d317,Wild relatives of crops: A handbook for in situ conservation,Publication,2019-10-15,https://hdl.handle.net/10568/105127,"Bioversity Books, Bioversity International, CGIAR research centers","Rice, Agriculture, Biodiversity",spa,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, economy, business and finance>economic sector>agriculture, science and technology>natural science>biology>genetics, environment>nature, environment, science and technology, environment>conservation",10.2800/6160
cgiar-b94f8ab9791b3ecf55f9cb642b1cbce3,Spore 147: Food aid - Heading off emergencies,Periodical,2018-01-12,https://hdl.handle.net/10568/90052,"CTA Spore, CTA Spore (English), Non-CGIAR communities, Technical Centre for Agricultural and Rural Cooperation (CTA) - archive","Agricultural biodiversity, Aid, World Food Programme",eng,"economy, business and finance>economic sector>agriculture, economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, lifestyle and leisure>lifestyle>food and drink, lifestyle and leisure, lifestyle and leisure>lifestyle, lifestyle and leisure>lifestyle>food and drink>organic food, economy, business and finance>economic sector>consumer goods>food",10.2800/6160
unenvironment-7f7e3e69883b9d3444df356f2e41448c,International Environmental Law-making and Diplomacy Review 2011,Publication,2016-10-28,https://wedocs.unep.org/20.500.11822/9981,,"Convention on Biological Diversity, Treaty, Nagoya Protocol",eng,"crime, law and justice, crime, law and justice>law, politics>international relations, politics>international relations>diplomacy, environment, environment>environmental pollution, environment>nature, science and technology, politics>international relations>diplomacy>treaty, crime, law and justice>law>international law, politics",10.2800/6160
governmentofmoldova-2819cb49b6240af255640a221e4f144a,UNDP-GEF / MSP REPUBLIC OF MOLDOVA Strengthening the institutional capacities and representativeness of the System of protected areas in the Republic of Moldova,Publication,2013-06-29,http://old.mediu.gov.md/images/Ghid%20pentru%20Managementul%20coservarii%20in%20AP%20din%20RM_pdf%20mic.pdf,,,rum,,10.2800/6160
ipbes-648ab17975c8b966350e65d18fcbf94f,UNEP/IPBES.MI/1/INF/13 Options paper for the involvement of civil society organizations in an intergovernmental platform on biodiversity and ecosystem services,Publication,2011-09-29,https://www.ipbes.net/system/tdf/downloads/UNEP_IPBES.MI_1_INF_13_EN.pdf?file=1&type=node&id=14216,,"Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services, Human activities, Politics",eng,"environment, society, politics, science and technology, environment>nature, society>values",10.2800/6160
ipbes-fb47723e010bfc8c8023d5916bf1efef,Options paper for the involvement of civil society organizations in an intergovernmental platform on biodiversity and ecosystem services,Publication,2011-09-29,https://ipbes.net/document-library-catalogue/unepipbesmi1inf13,,"Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services, Human activities, Politics",eng,"environment, society, politics, science and technology, environment>nature, society>values",10.2800/6160
iucn-0db54a7f4c7bd104a399f24c22f6afa7,"The status and distribution of freshwater biodiversity in the Western Ghats, India",Publication,2011-01-01,https://portals.iucn.org/library/node/9945,,"Nature, International Union for Conservation of Nature, IUCN Red List",eng,"lifestyle and leisure>leisure, lifestyle and leisure, lifestyle and leisure>leisure>recreational activities, science and technology, environment>natural resources>water, environment, environment>natural resources, environment>nature, lifestyle and leisure>leisure>recreational activities>fishing, science and technology>social sciences",10.2800/6160
iucn-efe984302bc28f7924898c2e7d4726b9,The status and distribution of freshwater biodiversity in the Eastern Himalaya,Publication,2010-01-01,https://portals.iucn.org/library/node/9767,,"IUCN Red List, International Union for Conservation of Nature, Biodiversity",eng,"lifestyle and leisure>leisure, lifestyle and leisure, lifestyle and leisure>leisure>recreational activities, environment>natural resources>water, environment, environment>natural resources, environment>nature, lifestyle and leisure>leisure>recreational activities>fishing, environment>natural resources>water>rivers, environment>nature>ecosystem",10.2800/6160
iucn-873a990b0829cbfe77c09954cf2aedc8,Conservation for a new era (Japanese version),Publication,2009-01-01,https://portals.iucn.org/library/node/9719,,,eng,,10.2800/6160
rathenau-95aaa62528e4f5909c0fee0f2d2fc1fc,SynBio Politics,Publication,2013-01-07,https://www.rathenau.nl/en/gezondheid/synbio-politics,,"Synthetic biology, Biosecurity, Xenobiology",eng,"lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, politics, lifestyle and leisure>lifestyle>food and drink",rathenau-51f68254a5eaf1ec643a3206264cca57
wilsoncenter-19fbbd381c6668f9890563efe58db0e4,Trends in American & European Press Coverage of Synthetic Biology,Publication,2010-03-12,https://www.wilsoncenter.org/publication/trends-american-european-press-coverage-synthetic-biology,,"Culture, Human activities, United States",eng,"arts, culture and entertainment, science and technology>natural science, science and technology>natural science>biology, science and technology, arts, culture and entertainment>mass media, science and technology>natural science>biology>genetics, arts, culture and entertainment>mass media>newspaper",rathenau-51f68254a5eaf1ec643a3206264cca57
ukparliament-4d32024f4a95a3a8908acdd6dc25c198,"Synthetic biology, January 2008",Publication,2008-01-16,https://post.parliament.uk/research-briefings/post-pn-298/,,"Organism, Science, Research",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology, science and technology>natural science>biology>genetics, education, health, health>diseases and conditions>communicable disease>virus disease",rathenau-51f68254a5eaf1ec643a3206264cca57
rathenau-29a9158745316fcaf2f4715add567217,Welcome to the babyshower,Publication,2025-02-04,https://www.rathenau.nl/en/health/welcome-babyshower,,"Technology, Governance, Innovation",eng,"science and technology>natural science, society>values, science and technology, science and technology>natural science>biology, society, society>values>ethics, politics, health",rathenau-d77c4050d9d3d9893371b92c1cca66f1
rathenau-af32a0654fcce7a62f3de3bde1582930,Welcome to the baby shower,Publication,2024-12-12,https://www.rathenau.nl/nl/gezondheid/welkom-op-de-babyshower,,"Research, Public-benefit nonprofit corporation, Synthetic biology",dut,"arts, culture and entertainment, science and technology>natural science, science and technology>social sciences, science and technology, science and technology>natural science>biology, arts, culture and entertainment>culture>language, science and technology>social sciences>psychology, arts, culture and entertainment>culture",rathenau-d77c4050d9d3d9893371b92c1cca66f1
rathenau-41515f649ea0feeb020c4bf7d3d1ff01,Modern biotechnology in the Netherlands,Publication,2016-11-01,https://www.rathenau.nl/nl/gezondheid/moderne-biotechnologie-nederland,,"Biotechnology, Genetic engineering, Science",dut,"science and technology>natural science>biology, science and technology, health, science and technology>natural science, science and technology>natural science>biology>genetics, environment",rathenau-d77c4050d9d3d9893371b92c1cca66f1
gezondheidsraad-00b656aba0da513991e0b010695b80d4,Trendanalyse biotechnology 2016,Clinical guidance,2016-06-14,https://www.gezondheidsraad.nl/documenten/adviezen/2016/06/14/trendanalyse-biotechnologie-2016,,,dut,"economy, business and finance>economic sector, economy, business and finance, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software",rathenau-d77c4050d9d3d9893371b92c1cca66f1
rathenau-86a5c1afd09dc50ae272555464ecccc9,To the core of the bio-economy,Publication,2011-03-10,https://www.rathenau.nl/nl/kennis-voor-transities/naar-de-kern-van-de-bio-economie,,"Biomass, Nature, Biogas",dut,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, economy, business and finance>economic sector>energy and resource, environment, science and technology, science and technology>natural science>biology, lifestyle and leisure>lifestyle>food and drink, economy, business and finance>economic sector>agriculture, economy, business and finance>economy",rathenau-d77c4050d9d3d9893371b92c1cca66f1
rathenau-b54039f2034b5b3f902db1955be8ff1e,Getting to the Core of the Bio-Economy,Publication,2011-03-10,https://www.rathenau.nl/en/kennis-voor-transities/getting-core-bio-economy,,"Nature, Biogas, Economics",dut,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, economy, business and finance>economic sector>energy and resource, environment, science and technology, science and technology>natural science>biology, lifestyle and leisure>lifestyle>food and drink, economy, business and finance>economic sector>agriculture, economy, business and finance>economy",rathenau-d77c4050d9d3d9893371b92c1cca66f1
rathenau-4fe6336290e77fcfb9ae2f6b385870eb,Living as a kit,Publication,2009-10-01,https://www.rathenau.nl/nl/digitalisering/leven-als-bouwpakket,,"Free will, Technology, Ethics",dut,"science and technology>natural science, science and technology>social sciences, science and technology, science and technology>natural science>biology, health, science and technology>social sciences>philosophy, science and technology>social sciences>psychology",rathenau-d77c4050d9d3d9893371b92c1cca66f1
