unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
10.2900/864473,Investigation protocol of human cases of avian influenza virus infections in EU/EEA,Publication,2023-12-14,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-investigation-protocol-human-cases,,"Influenza, Zanamivir, Avian influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",10.2900/207223
ecdc-175198dc1b6af40542212a51fa97aa67,Avian influenza overview September-December 2024,Publication,2024-12-18,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-september-december-2024,,"Influenza A virus subtype H5N1, Avian influenza, Influenza",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology>genetics, health",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
efsaeu-275719e75907bb670b7e009c3bf73868,Avian influenza overview September–December 2024,Publication,2024-12-18,https://www.efsa.europa.eu/en/efsajournal/pub/9204,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions, health",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-51e5fb1d1afa5c8fc7e279e370ba2d62,"Communicable disease threats report, 6–12 July 2024, Week 28",Publication,2024-07-12,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-6-12-july-2024-week-28,,"Avian influenza, Influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, health>diseases and conditions>communicable disease",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-bc92bcb312250303f7cfad5b5f8bc801,"Communicable disease threats report, 22-28 June 2024, week 26",Publication,2024-06-28,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-22-28-june-2024-week-26,,"Influenza A virus subtype H5N2, Avian influenza, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-e00fc3a9711b15e3d0c6afebc421a070,"Communicable disease threats report, 8-14 June 2024, week 24",Publication,2024-06-14,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-8-14-june-2024-week-24,,"Influenza, Avian influenza, Influenza A virus subtype H7N9",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-288a259794d5644f574fd0846ec6b6e2,"Communicable disease threats report, 1-7 June 2024, week 23",Publication,2024-06-07,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-1-7-june-2024-week-23,,"Influenza, Avian influenza, Norovirus",eng,"health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, health",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-050a44cfec9381bd4be08feb5c61e949,"Communicable disease threats report, 18-25 May 2024, week 21",Publication,2024-05-24,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-18-25-may-2024-week-21,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
efsaeu-4224c7b32c1d3d6a776d06f684e45353,Update of the target list of wild bird species for passive surveillance of H5 HPAI viruses in the EU,Publication,2024-04-29,https://www.efsa.europa.eu/en/supporting/pub/en-8807,,"Avian influenza, European Food Safety Authority, Bonelli's eagle",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, health, health>diseases and conditions>communicable disease, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology, science and technology>natural science, health>diseases and conditions, economy, business and finance>economic sector>consumer goods>food, lifestyle and leisure>lifestyle>food and drink, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-b1358d220a07eccc3dd1a01662d92fcc,"Communicable disease threats report, 7 - 13 April 2024, week 15",Publication,2024-04-12,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-7-13-april-2024-week-15,,"Avian influenza, Influenza A virus subtype H7N9, Influenza",eng,"health>diseases and conditions>illness, health>diseases and conditions, health",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-d18c91e687b8eab9355134693bb55df9,Drivers for a pandemic due to avian influenza and options for One Health mitigation measures,Publication,2024-04-03,https://www.ecdc.europa.eu/en/publications-data/drivers-pandemic-due-avian-influenza-and-options-one-health-mitigation-measures,,"Influenza A virus subtype H5N1, Influenza, Avian influenza",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-495672dd37ed09992fce2e1888a71cf2,"Communicable disease threats report, 24-30 March 2024, week 13",Publication,2024-03-27,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-24-30-march-2024-week-13,,"Avian influenza, Influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>illness, health>diseases and conditions, health, health>diseases and conditions>communicable disease",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-9af44379aea34c67aba338e181d5e876,Avian influenza overview December 2023–March 2024,Publication,2024-03-26,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-december-2023-march-2024,,"Poultry, Avian influenza, Influenza A virus subtype H5N1",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, science and technology>natural science>biology, health>diseases and conditions",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-18366817402acfc43e667e612d037a52,"Communicable disease threats report, 10-16 March 2024, week 11",Publication,2024-03-15,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-10-16-march-2024-week-11,,"SARS-CoV-2 Omicron variant, Influenza A virus subtype H3N2, Influenza A virus subtype H7N9",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
ecdc-776d7a7e00b2cd1eeb8d17c2d49fd55d,"Communicable disease threats report, 25 February - 2 March 2024, week 9",Publication,2024-03-01,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-25-february-2-march-2024-week-9,,"Influenza, Influenza A virus subtype H7N9, Avian influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>illness",ecdc-3a1e4cd29e4ecd1a047de84eb958b9b9
